BMI (组),BMI,HR (组),HR,记录数,avg (组),avg,handedness,height,name,weight
Normal(19-24),23.672448980,High(40-180),50,1,Median(0.2-0.28),.273,R,70,Rick Burleson,165
Normal(19-24),21.402018907,Lower(0-10),0,1,No recorder(0),0,R,79,Jim Dorsey,190
Weighter(24-27),24.409722222,Lower(0-10),0,1,No recorder(0),0,R,72,Mark Ciardi,180
Weighter(24-27),24.409722222,Lower(0-10),0,1,No recorder(0),0,R,72,Dennis Burtt,180
Weighter(24-27),25.675675676,Lower(0-10),10,1,Median(0.2-0.28),.266,R,74,Carl Taylor,200
Normal(19-24),23.108108108,Lower(0-10),4,1,Median(0.2-0.28),.233,R,74,Terry Harmon,180
Weighter(24-27),26.443865741,High(40-180),80,1,High(>0.28),.29,L,72,Mike Hargrove,195
Weighter(24-27),24.006756757,Lower(0-10),0,1,No recorder(0),0,R,74,Rich Yett,187
Weighter(24-27),26.972244898,Lower(0-10),8,1,Median(0.2-0.28),.258,L,70,Steve Hovley,188
Fat(>27),28.243243243,Median(10-40),15,1,Median(0.2-0.28),.229,R,74,Don Leppert,220
Weighter(24-27),26.383936949,Lower(0-10),0,1,No recorder(0),0,R,73,Matt Williams,200
Weighter(24-27),24.370666667,Lower(0-10),0,1,No recorder(0),0,R,75,Jim Burton,195
Weighter(24-27),26.959459459,Lower(0-10),0,1,No recorder(0),0,R,74,Rick Anderson,210
Normal(19-24),21.246222222,Lower(0-10),0,1,No recorder(0),0,R,75,Charlie Mitchell,170
Normal(19-24),23.731674383,Lower(0-10),0,1,No recorder(0),0,R,72,Bill Paschall,175
Normal(19-24),23.731674383,Lower(0-10),0,1,No recorder(0),0,B,72,John Bohnet,175
Normal(19-24),23.085944830,Lower(0-10),0,1,No recorder(0),0,R,73,Byron McLaughlin,175
Weighter(24-27),24.370666667,Excellent(>180),354,1,Median(0.2-0.28),.267,R,75,Lee May,195
Normal(19-24),22.466216216,Lower(0-10),0,1,No recorder(0),0,L,74,Luis Quintana,175
Normal(19-24),22.528250970,Lower(0-10),2,1,Low(0-0.2),.154,L,77,Sam McDowell,190
Weighter(24-27),25.494598765,Median(10-40),20,1,Median(0.2-0.28),.221,R,72,Rick Renick,188
Weighter(24-27),26.443865741,Lower(0-10),8,1,Median(0.2-0.28),.214,R,72,Jeff Torborg,195
Normal(19-24),23.745543254,Median(10-40),20,1,Median(0.2-0.28),.213,R,73,Dave Campbell,180
Weighter(24-27),24.405141678,High(40-180),76,1,Median(0.2-0.28),.264,L,73,Pat Kelly,185
Normal(19-24),21.697530864,Lower(0-10),7,1,Median(0.2-0.28),.219,B,72,Al Weis,160
Weighter(24-27),26.578449905,High(40-180),45,1,Median(0.2-0.28),.257,L,69,Jerry Turner,180
Normal(19-24),22.375578704,Lower(0-10),9,1,Median(0.2-0.28),.22,R,72,Rick Auerbach,165
Normal(19-24),23.125,Lower(0-10),0,1,No recorder(0),0,R,76,Keith Macwhorter,190
Weighter(24-27),25.033783784,Lower(0-10),1,1,Low(0-0.2),.146,R,74,Don Wilson,195
Weighter(24-27),24.342105263,Lower(0-10),0,1,No recorder(0),0,R,76,Jaime Cocanower,200
Normal(19-24),23.085944830,Lower(0-10),0,1,No recorder(0),0,R,73,Jeff Sellers,175
Weighter(24-27),25.845588235,Lower(0-10),7,1,Median(0.2-0.28),.23,L,68,Sandy Valdespino,170
Weighter(24-27),26.317567568,Lower(0-10),0,1,No recorder(0),0,R,74,Steve Senteney,205
Weighter(24-27),26.443865741,Lower(0-10),0,1,No recorder(0),0,R,72,Howard Bailey,195
Normal(19-24),22.496,Lower(0-10),0,1,No recorder(0),0,R,75,Jeff Bettendorf,180
Weighter(24-27),27.571214111,High(40-180),123,1,Median(0.2-0.28),.239,L,73,Ken Phelps,209
Normal(19-24),22.466216216,Excellent(>180),199,1,High(>0.28),.285,R,74,Cesar Cedeno,175
Weighter(24-27),25.087770062,Lower(0-10),0,1,No recorder(0),0,R,72,Bob Davidson,185
Normal(19-24),23.745543254,Median(10-40),11,1,Median(0.2-0.28),.235,R,73,Phil Linz,180
Normal(19-24),22.955102041,Median(10-40),31,1,High(>0.28),.304,R,70,Manny Mota,160
Normal(19-24),23.120888889,Lower(0-10),0,1,No recorder(0),0,L,75,Brian Snyder,185
Weighter(24-27),27.271040648,Lower(0-10),6,1,Median(0.2-0.28),.215,R,77,Steve Renko,230
Weighter(24-27),25.724338525,Lower(0-10),9,1,Median(0.2-0.28),.243,L,73,Rick Sofield,195
Weighter(24-27),25.102162269,Lower(0-10),0,1,No recorder(0),0,R,71,Carlos Velazquez,180
Weighter(24-27),24.995555556,Lower(0-10),0,1,No recorder(0),0,R,75,Roger Miller,200
Weighter(24-27),24.391891892,Excellent(>180),237,1,Median(0.2-0.28),.259,R,74,Doug DeCinces,190
Weighter(24-27),24.404879984,High(40-180),41,1,Median(0.2-0.28),.278,R,71,John Castino,175
Weighter(24-27),26.685306122,High(40-180),96,1,Median(0.2-0.28),.251,L,70,Dave May,186
Normal(19-24),21.615750843,Median(10-40),20,1,Median(0.2-0.28),.261,R,71,Ron Washington,155
Normal(19-24),23.672448980,Median(10-40),28,1,Median(0.2-0.28),.236,R,70,Billy Grabarkewitz,165
Weighter(24-27),27.495111111,High(40-180),110,1,Median(0.2-0.28),.271,L,75,Willie Aikens,220
Weighter(24-27),26.870222222,High(40-180),138,1,Median(0.2-0.28),.247,R,75,Earl Williams,215
Weighter(24-27),26.776315789,Lower(0-10),0,1,No recorder(0),0,R,76,Willie Mueller,220
Normal(19-24),23.731674383,Lower(0-10),0,1,No recorder(0),0,R,72,John Flinn,175
Normal(19-24),23.745543254,Lower(0-10),7,1,Median(0.2-0.28),.236,R,73,Don Hahn,180
Normal(19-24),23.731674383,Median(10-40),34,1,Median(0.2-0.28),.22,R,72,Todd Cruz,175
Weighter(24-27),26.532894737,Median(10-40),22,1,Median(0.2-0.28),.2,R,76,Tom Egan,218
Normal(19-24),23.731674383,Lower(0-10),1,1,Median(0.2-0.28),.247,R,72,Bob Heise,175
Weighter(24-27),24.363579080,High(40-180),146,1,Median(0.2-0.28),.257,R,69,Tommy Harper,165
Weighter(24-27),25.102162269,Median(10-40),16,1,Median(0.2-0.28),.244,B,71,Joe Wallis,180
Weighter(24-27),25.799444555,High(40-180),111,1,Median(0.2-0.28),.247,R,71,Max Alvis,185
Weighter(24-27),24.995555556,Excellent(>180),204,1,High(>0.28),.299,R,75,Rico Carty,200
Weighter(24-27),24.409722222,Median(10-40),34,1,Median(0.2-0.28),.258,L,72,Mike Cubbage,180
Weighter(24-27),25.460499156,Lower(0-10),0,1,No recorder(0),0,R,73,Les Straker,193
Normal(19-24),23.707597699,Lower(0-10),8,1,Median(0.2-0.28),.247,L,71,Merritt Ranew,170
Normal(19-24),23.745543254,Median(10-40),23,1,High(>0.28),.311,L,73,Lyman Bostock,180
Normal(19-24),21.766747983,Median(10-40),36,1,High(>0.28),.283,R,73,Damaso Garcia,165
Weighter(24-27),25.620444444,Lower(0-10),0,1,No recorder(0),0,R,75,Don Kainer,205
Normal(19-24),23.085944830,Lower(0-10),0,1,No recorder(0),0,R,73,Don Gordon,175
Weighter(24-27),25.064740101,High(40-180),80,1,Median(0.2-0.28),.261,L,73,Roy Howell,190
Weighter(24-27),27.993421053,Excellent(>180),339,1,Median(0.2-0.28),.266,L,76,Boog Powell,230
Weighter(24-27),25.724338525,Lower(0-10),0,1,No recorder(0),0,R,73,Sandy Wihtol,195
Normal(19-24),23.745777778,Median(10-40),12,1,Low(0-0.2),.173,R,75,Sonny Siebert,190
Normal(19-24),23.120888889,Lower(0-10),0,1,No recorder(0),0,R,75,Jeff Richardson,185
Weighter(24-27),24.391891892,High(40-180),83,1,Median(0.2-0.28),.251,R,74,Bobby Darwin,190
Weighter(24-27),24.391891892,Lower(0-10),0,1,No recorder(0),0,L,74,Dennis DeBarr,190
Weighter(24-27),26.078357469,High(40-180),153,1,Median(0.2-0.28),.267,L,71,Dan Driessen,187
Weighter(24-27),24.405141678,Lower(0-10),1,1,Median(0.2-0.28),.246,R,73,Bruce Miller,185
Normal(19-24),23.707597699,Lower(0-10),9,1,Median(0.2-0.28),.264,R,71,Bob Bailor,170
Normal(19-24),23.672448980,Median(10-40),34,1,Median(0.2-0.28),.269,R,70,Tommy Helms,165
Weighter(24-27),25.381075183,Excellent(>180),251,1,Median(0.2-0.28),.252,R,71,Tony Armas,182
Fat(>27),29.146399524,Excellent(>180),325,1,Median(0.2-0.28),.273,R,71,Willie Horton,209
Weighter(24-27),24.680941358,High(40-180),102,1,High(>0.28),.291,R,72,Lou Piniella,182
Weighter(24-27),25.460499156,High(40-180),98,1,Median(0.2-0.28),.248,R,73,Butch Hobson,193
Weighter(24-27),26.317567568,Median(10-40),21,1,Median(0.2-0.28),.262,R,74,John Wathan,205
Weighter(24-27),26.383936949,Median(10-40),24,1,Median(0.2-0.28),.214,L,73,Hal King,200
Weighter(24-27),24.306797099,Lower(0-10),5,1,Low(0-0.2),.193,R,77,Mike Krukow,205
Weighter(24-27),24.409722222,Median(10-40),27,1,Median(0.2-0.28),.223,R,72,Andres Mora,180
Weighter(24-27),25.620444444,High(40-180),57,1,Median(0.2-0.28),.23,R,75,Barry Foote,205
Weighter(24-27),27.259183673,Median(10-40),33,1,Median(0.2-0.28),.259,L,70,Ed Ott,190
Normal(19-24),20.540540541,Lower(0-10),5,1,Median(0.2-0.28),.259,B,74,Alan Wiggins,160
Weighter(24-27),25.107142857,Lower(0-10),5,1,Low(0-0.2),.189,R,70,Ron Clark,175
Normal(19-24),22.151315789,Lower(0-10),0,1,No recorder(0),0,R,76,Jay Pettibone,182
Weighter(24-27),25.102162269,Lower(0-10),0,1,No recorder(0),0,R,71,Glen Cook,180
Weighter(24-27),24.409722222,Lower(0-10),6,1,Median(0.2-0.28),.26,R,72,Julio Gotay,180
Weighter(24-27),25.033783784,High(40-180),55,1,Median(0.2-0.28),.23,R,74,Gary Alexander,195
Weighter(24-27),24.995555556,Excellent(>180),253,1,Median(0.2-0.28),.254,R,75,Andre Thornton,200
Weighter(24-27),25.620444444,High(40-180),94,1,Median(0.2-0.28),.256,R,75,Bob Oliver,205
Normal(19-24),23.707597699,Lower(0-10),0,1,No recorder(0),0,R,71,Bill Castro,170
Weighter(24-27),24.648648649,Lower(0-10),0,1,No recorder(0),0,L,74,Ed Hodge,192
Weighter(24-27),24.995555556,Lower(0-10),0,1,No recorder(0),0,R,75,Tom Buskey,200
Weighter(24-27),24.138503086,Lower(0-10),0,1,No recorder(0),0,R,72,Bruce Taylor,178
Normal(19-24),23.75,Lower(0-10),0,1,No recorder(0),0,R,74,Stan Thomas,185
Weighter(24-27),25.724338525,High(40-180),115,1,Median(0.2-0.28),.242,R,73,Bob Robertson,195
Weighter(24-27),24.342105263,Lower(0-10),0,1,No recorder(0),0,R,76,Larry Monroe,200
Normal(19-24),23.745777778,Lower(0-10),0,1,No recorder(0),0,R,75,Roger Slagle,190
Normal(19-24),22.851351351,High(40-180),102,1,Median(0.2-0.28),.265,R,74,Ollie Brown,178
Weighter(24-27),24.404879984,Lower(0-10),0,1,No recorder(0),0,L,71,Jim Campbell,175
Normal(19-24),22.426346406,Lower(0-10),5,1,Median(0.2-0.28),.214,R,73,Frank Quilici,170
Normal(19-24),22.466216216,Lower(0-10),0,1,No recorder(0),0,R,74,Curt Kaufman,175
Normal(19-24),23.75,Excellent(>180),219,1,Median(0.2-0.28),.258,L,74,Joe Pepitone,185
Weighter(24-27),26.443865741,Lower(0-10),5,1,Low(0-0.2),.115,L,72,Steve Barber,195
Weighter(24-27),25.102162269,Lower(0-10),0,1,No recorder(0),0,R,71,De Wayne Vaughn,180
Weighter(24-27),26.541836735,Median(10-40),24,1,Median(0.2-0.28),.238,L,70,Norm Miller,185
Weighter(24-27),27.043535372,Lower(0-10),0,1,No recorder(0),0,L,73,Bob Galasso,205
Weighter(24-27),25.087770062,Lower(0-10),0,1,No recorder(0),0,R,72,Rich Wortham,185
Weighter(24-27),25.162162162,Median(10-40),24,1,Median(0.2-0.28),.261,L,74,Bob Chance,196
Weighter(24-27),24.363579080,Median(10-40),23,1,Median(0.2-0.28),.237,B,69,Julio Cruz,165
Weighter(24-27),25.840159630,High(40-180),46,1,Median(0.2-0.28),.272,R,69,Bill Sample,175
Normal(19-24),21.871111111,Lower(0-10),0,1,No recorder(0),0,L,75,Juan Nieves,175
Normal(19-24),23.108108108,Lower(0-10),0,1,No recorder(0),0,R,74,Mike Bacsik,180
Weighter(24-27),26.245333333,High(40-180),46,1,Median(0.2-0.28),.235,R,75,Craig Kusick,210
Weighter(24-27),24.363579080,Lower(0-10),2,1,Median(0.2-0.28),.212,L,69,Rudy Meoli,165
Weighter(24-27),24.389795918,High(40-180),147,1,Median(0.2-0.28),.25,L,70,Ruppert Jones,170
Normal(19-24),23.085944830,Median(10-40),23,1,Median(0.2-0.28),.242,R,73,Glenn Hoffman,175
Weighter(24-27),25.724338525,Lower(0-10),8,1,Median(0.2-0.28),.228,R,73,Russ Gibson,195
Normal(19-24),23.108108108,Lower(0-10),0,1,No recorder(0),0,R,74,Phil Huffman,180
Weighter(24-27),25.064740101,Median(10-40),16,1,Median(0.2-0.28),.274,L,73,Terry Francona,190
Weighter(24-27),26.245333333,High(40-180),81,1,Median(0.2-0.28),.23,R,75,John Bateman,210
Normal(19-24),22.466216216,Lower(0-10),6,1,Low(0-0.2),.193,R,74,Luis Pujols,175
Weighter(24-27),25.064740101,Median(10-40),21,1,Median(0.2-0.28),.241,R,73,Joe Gaines,190
Weighter(24-27),26.702702703,High(40-180),155,1,Median(0.2-0.28),.251,R,74,Doug Rader,208
Weighter(24-27),24.405141678,High(40-180),117,1,Median(0.2-0.28),.248,R,73,Mickey Stanley,185
Normal(19-24),23.713948389,Lower(0-10),0,1,No recorder(0),0,R,77,Steve Brown,200
Weighter(24-27),24.391891892,Lower(0-10),0,1,No recorder(0),0,R,74,Rick Lysander,190
Weighter(24-27),25.087770062,High(40-180),78,1,High(>0.28),.286,R,72,Phil Bradley,185
Normal(19-24),23.672448980,Lower(0-10),3,1,Median(0.2-0.28),.23,R,70,Winston Llenas,165
Weighter(24-27),25.102162269,Median(10-40),36,1,Median(0.2-0.28),.261,R,71,Charlie Moore,180
Weighter(24-27),25.799444555,High(40-180),75,1,High(>0.28),.306,L,71,Ralph Garr,185
Normal(19-24),22.496,Lower(0-10),5,1,Low(0-0.2),.157,R,75,Tommy John,180
Normal(19-24),23.085944830,Median(10-40),18,1,Median(0.2-0.28),.242,R,73,Bruce Benedict,175
Fat(>27),28.885135135,High(40-180),69,1,Median(0.2-0.28),.262,R,74,John Ellis,225
Normal(19-24),23.745543254,High(40-180),64,1,Median(0.2-0.28),.267,B,73,Wes Parker,180
Weighter(24-27),25.765817901,Lower(0-10),0,1,No recorder(0),0,R,72,Mel Stottlemyre,190
Normal(19-24),21.246222222,Median(10-40),31,1,Median(0.2-0.28),.268,R,75,David Green,170
Normal(19-24),23.010315414,Median(10-40),22,1,Median(0.2-0.28),.266,R,71,Reid Nichols,165
Weighter(24-27),26.245333333,High(40-180),116,1,Median(0.2-0.28),.261,R,75,Rick Reichardt,210
Weighter(24-27),24.409722222,Lower(0-10),5,1,Low(0-0.2),.164,R,72,Luis Tiant,180
Normal(19-24),23.75,Lower(0-10),0,1,No recorder(0),0,R,74,Alex Sanchez,185
Weighter(24-27),25.824489796,Lower(0-10),8,1,Median(0.2-0.28),.271,L,70,Broderick Perkins,180
Weighter(24-27),24.995555556,High(40-180),78,1,Median(0.2-0.28),.267,R,75,Leon Roberts,200
Normal(19-24),23.713948389,Lower(0-10),1,1,Low(0-0.2),.151,R,77,Ray Burris,200
Weighter(24-27),25.559210526,Median(10-40),37,1,Median(0.2-0.28),.253,L,76,Len Gabrielson,210
Weighter(24-27),26.776315789,High(40-180),81,1,Median(0.2-0.28),.242,L,76,Johnny Edwards,220
Normal(19-24),23.707597699,Lower(0-10),0,1,No recorder(0),0,R,71,Paul Wilmet,170
Weighter(24-27),24.391891892,High(40-180),65,1,Median(0.2-0.28),.249,R,74,Tom Grieve,190
Weighter(24-27),24.409722222,Lower(0-10),0,1,No recorder(0),0,L,72,Bruce Ellingsen,180
Weighter(24-27),24.342105263,Median(10-40),12,1,Median(0.2-0.28),.213,R,76,Bob Forsch,200
Normal(19-24),23.733552632,Lower(0-10),0,1,No recorder(0),0,L,76,Gorman Heimueller,195
Normal(19-24),23.053626543,High(40-180),66,1,Median(0.2-0.28),.276,R,72,Danny Cater,170
Weighter(24-27),25.675675676,High(40-180),61,1,Median(0.2-0.28),.24,R,74,Bill Schroeder,200
Weighter(24-27),25.765817901,High(40-180),55,1,Median(0.2-0.28),.233,L,72,Clay Dalrymple,190
Weighter(24-27),27.891291410,High(40-180),90,1,Median(0.2-0.28),.274,L,71,Carlos May,200
Weighter(24-27),24.409722222,Excellent(>180),314,1,High(>0.28),.287,B,72,Reggie Smith,180
Weighter(24-27),24.843030901,Lower(0-10),0,1,Low(0-0.2),.158,R,78,Ron Reed,215
Normal(19-24),23.745777778,Lower(0-10),0,1,No recorder(0),0,R,75,Fred Howard,190
Normal(19-24),22.426346406,High(40-180),136,1,Median(0.2-0.28),.261,R,73,Davey Johnson,170
Weighter(24-27),24.950657895,High(40-180),123,1,Median(0.2-0.28),.278,R,76,Ellis Valentine,205
Normal(19-24),22.955102041,High(40-180),160,1,Median(0.2-0.28),.271,B,70,Roy White,160
Weighter(24-27),27.976530612,Lower(0-10),5,1,Median(0.2-0.28),.229,L,70,Mike Brumley,195
Weighter(24-27),25.107142857,Median(10-40),33,1,Median(0.2-0.28),.235,L,70,Al Luplow,175
Weighter(24-27),24.391891892,Lower(0-10),0,1,No recorder(0),0,R,74,John Hoover,190
Weighter(24-27),26.078357469,Excellent(>180),351,1,High(>0.28),.292,R,71,Dick Allen,187
Weighter(24-27),24.995555556,Median(10-40),17,1,Median(0.2-0.28),.236,R,75,Doug Ault,200
Normal(19-24),22.375578704,Lower(0-10),3,1,Median(0.2-0.28),.243,R,72,Mark Wagner,165
Weighter(24-27),24.069657615,Lower(0-10),0,1,No recorder(0),0,R,77,Mike Walters,203
Weighter(24-27),24.135135135,Excellent(>180),475,1,High(>0.28),.282,L,74,Willie Stargell,188
Weighter(24-27),25.559210526,Median(10-40),13,1,Median(0.2-0.28),.201,L,76,Steve Carlton,210
Normal(19-24),21.502908613,Median(10-40),35,1,Median(0.2-0.28),.25,R,73,Jake Wood,163
Normal(19-24),23.745543254,High(40-180),87,1,Median(0.2-0.28),.258,L,73,Del Unser,180
Weighter(24-27),25.799444555,Median(10-40),17,1,Median(0.2-0.28),.242,R,71,Bob Brower,185
Weighter(24-27),27.121913580,Lower(0-10),1,1,Low(0-0.2),.123,R,72,Ray Culp,200
Weighter(24-27),25.033783784,Median(10-40),33,1,Median(0.2-0.28),.236,R,74,Ivan Murrell,195
Normal(19-24),23.745543254,High(40-180),93,1,Median(0.2-0.28),.259,B,73,Lee Mazzilli,180
Normal(19-24),23.707597699,Median(10-40),20,1,Median(0.2-0.28),.258,R,71,Garth Iorg,170
Normal(19-24),23.75,High(40-180),90,1,Median(0.2-0.28),.245,B,74,Alan Ashby,185
Weighter(24-27),26.959459459,High(40-180),91,1,Median(0.2-0.28),.247,R,74,Bob Brenly,210
Weighter(24-27),25.724338525,High(40-180),52,1,High(>0.28),.293,L,73,Ron Blomberg,195
Weighter(24-27),26.443865741,Lower(0-10),7,1,Median(0.2-0.28),.201,R,72,Jim Rooker,195
Normal(19-24),23.707597699,Lower(0-10),6,1,Median(0.2-0.28),.228,B,71,Tim Blackwell,170
Normal(19-24),23.75,Lower(0-10),0,1,No recorder(0),0,R,74,Colby Ward,185
Normal(19-24),22.237755102,High(40-180),95,1,Median(0.2-0.28),.259,R,70,Jerry Morales,155
Weighter(24-27),25.101869355,High(40-180),155,1,Median(0.2-0.28),.263,R,69,Davey Lopes,170
Weighter(24-27),25.765817901,Lower(0-10),6,1,Median(0.2-0.28),.226,R,72,Catfish Hunter,190
Normal(19-24),23.596064815,Lower(0-10),1,1,Low(0-0.2),.132,R,72,Mario Soto,174
Normal(19-24),22.955102041,Excellent(>180),291,1,Median(0.2-0.28),.25,R,70,Jimmy Wynn,160
Weighter(24-27),25.765817901,Lower(0-10),6,1,Median(0.2-0.28),.241,R,72,Hank Allen,190
Weighter(24-27),25.064740101,High(40-180),151,1,Median(0.2-0.28),.265,R,73,Jim Fregosi,190
Normal(19-24),22.811632653,Lower(0-10),1,1,Median(0.2-0.28),.24,R,70,Pepe Frias,159
Weighter(24-27),25.033783784,Excellent(>180),548,1,Median(0.2-0.28),.267,R,74,Mike Schmidt,195
Normal(19-24),23.053626543,High(40-180),139,1,Median(0.2-0.28),.275,L,72,Willie Montanez,170
Normal(19-24),22.313033128,Median(10-40),29,1,Median(0.2-0.28),.243,R,71,Rey Quinones,160
Weighter(24-27),25.799444555,Lower(0-10),6,1,Median(0.2-0.28),.26,L,71,Mike Squires,185
Weighter(24-27),26.317567568,High(40-180),54,1,Median(0.2-0.28),.255,L,74,Champ Summers,205
Normal(19-24),23.370844444,Lower(0-10),0,1,No recorder(0),0,R,75,Chuck Porter,187
Normal(19-24),22.955102041,High(40-180),79,1,Median(0.2-0.28),.259,R,70,Bert Campaneris,160
Weighter(24-27),27.115714286,Median(10-40),12,1,Median(0.2-0.28),.26,R,70,Bobby Valentine,189
Weighter(24-27),25.087770062,Lower(0-10),3,1,Median(0.2-0.28),.251,R,72,Rob Andrews,185
Normal(19-24),23.733552632,High(40-180),134,1,Median(0.2-0.28),.257,L,76,Tom Haller,195
Weighter(24-27),24.391891892,Lower(0-10),0,1,No recorder(0),0,R,74,Tom Dozier,190
Weighter(24-27),25.102162269,Median(10-40),14,1,Median(0.2-0.28),.237,L,71,Ed Stroud,180
Weighter(24-27),25.033783784,High(40-180),73,1,Median(0.2-0.28),.242,R,74,Ron Swoboda,195
Normal(19-24),23.745543254,Median(10-40),18,1,Median(0.2-0.28),.237,L,73,Harry Spilman,180
Normal(19-24),23.731674383,Lower(0-10),9,1,Median(0.2-0.28),.226,R,72,Bob Barton,175
Normal(19-24),23.75,Median(10-40),15,1,Median(0.2-0.28),.265,L,74,Daryl Sconiers,185
Weighter(24-27),27.216216216,Excellent(>180),252,1,High(>0.28),.297,R,74,Joe Torre,212
Weighter(24-27),26.383936949,High(40-180),51,1,Median(0.2-0.28),.259,R,73,Al Ferrara,200
Weighter(24-27),24.342105263,Lower(0-10),0,1,No recorder(0),0,R,76,Rick Steirer,200
Normal(19-24),23.672448980,High(40-180),148,1,Median(0.2-0.28),.271,R,70,Sixto Lezcano,165
Weighter(24-27),24.7456,Lower(0-10),0,1,No recorder(0),0,R,75,Al Lachowicz,198
Weighter(24-27),27.601351351,High(40-180),61,1,Median(0.2-0.28),.212,R,74,Dave Nicholson,215
Weighter(24-27),24.625798817,High(40-180),41,1,Median(0.2-0.28),.242,R,65,Freddie Patek,148
Normal(19-24),22.466216216,Median(10-40),14,1,Median(0.2-0.28),.247,R,74,Ken Hubbs,175
Normal(19-24),22.524693878,Median(10-40),16,1,Median(0.2-0.28),.242,R,70,Pepe Mangual,157
Weighter(24-27),26.579475309,Median(10-40),31,1,Median(0.2-0.28),.25,L,72,Leron Lee,196
Weighter(24-27),24.409722222,Lower(0-10),0,1,No recorder(0),0,R,72,Tom McCarthy,180
Weighter(24-27),25.087770062,Median(10-40),24,1,Median(0.2-0.28),.274,B,72,Steve Ontiveros,185
Normal(19-24),23.108108108,Excellent(>180),182,1,Median(0.2-0.28),.279,L,74,Willie Davis,180
Normal(19-24),23.707597699,Lower(0-10),2,1,Median(0.2-0.28),.207,R,71,Tom Lawless,170
Weighter(24-27),26.245333333,Median(10-40),25,1,Median(0.2-0.28),.251,R,75,Jerry Moses,210
Weighter(24-27),25.064740101,Excellent(>180),332,1,Median(0.2-0.28),.268,R,73,Bobby Bonds,190
Weighter(24-27),25.799444555,Lower(0-10),9,1,Low(0-0.2),.133,R,71,Dave McNally,185
Weighter(24-27),24.952160494,Lower(0-10),1,1,Median(0.2-0.28),.274,B,72,Darrell Brown,184
Weighter(24-27),25.087770062,High(40-180),45,1,Median(0.2-0.28),.253,R,72,Roy Foster,185
Weighter(24-27),25.087770062,High(40-180),101,1,Median(0.2-0.28),.25,R,72,Denis Menke,185
Weighter(24-27),25.675675676,Median(10-40),21,1,Median(0.2-0.28),.243,R,74,Hal Breeden,200
Normal(19-24),19.787952712,High(40-180),61,1,Median(0.2-0.28),.263,R,73,Manny Trillo,150
Weighter(24-27),24.404879984,Lower(0-10),4,1,Median(0.2-0.28),.237,R,71,Jackie Gutierrez,175
Normal(19-24),22.426346406,Lower(0-10),7,1,Median(0.2-0.28),.237,L,73,Jerry Kenney,170
Weighter(24-27),24.405141678,Median(10-40),31,1,Median(0.2-0.28),.234,R,73,Fred Kendall,185
Weighter(24-27),25.675675676,Median(10-40),28,1,Median(0.2-0.28),.246,R,74,Mike Anderson,200
Normal(19-24),23.745777778,Lower(0-10),0,1,No recorder(0),0,R,75,Jim Lewis,190
Weighter(24-27),26.317567568,Median(10-40),29,1,Median(0.2-0.28),.266,R,74,Joe Charboneau,205
Weighter(24-27),25.101869355,Median(10-40),11,1,Median(0.2-0.28),.223,R,69,Jimmie Schaffer,170
Weighter(24-27),24.404879984,Lower(0-10),4,1,Median(0.2-0.28),.248,R,71,Junior Kennedy,175
Normal(19-24),21.824324324,Lower(0-10),6,1,Median(0.2-0.28),.25,B,74,Wilbur Howard,170
Normal(19-24),23.108108108,Median(10-40),14,1,Median(0.2-0.28),.248,R,74,Rod Gilbreath,180
Weighter(24-27),27.703133796,Median(10-40),25,1,Median(0.2-0.28),.259,R,73,Mark Brouhard,210
Weighter(24-27),26.383936949,Lower(0-10),0,1,No recorder(0),0,L,73,Dan Morogiello,200
Weighter(24-27),25.033783784,High(40-180),72,1,Median(0.2-0.28),.247,B,74,Mike Young,195
Normal(19-24),23.085944830,High(40-180),112,1,Median(0.2-0.28),.246,R,73,Chris Speier,175
Normal(19-24),23.493243243,Median(10-40),15,1,Median(0.2-0.28),.229,B,74,Gene Michael,183
Normal(19-24),23.010315414,Median(10-40),13,1,Median(0.2-0.28),.217,B,71,Vic Harris,165
Normal(19-24),21.766747983,Lower(0-10),3,1,Median(0.2-0.28),.22,R,73,Mike Fischlin,165
Normal(19-24),22.426346406,High(40-180),176,1,Median(0.2-0.28),.261,R,73,Don Money,170
Weighter(24-27),25.675675676,High(40-180),179,1,Median(0.2-0.28),.264,R,74,Joe Rudi,200
Weighter(24-27),25.675675676,Excellent(>180),382,1,High(>0.28),.298,R,74,Jim Rice,200
Normal(19-24),23.75,Lower(0-10),0,1,No recorder(0),0,R,74,Shawn Holman,185
Normal(19-24),23.125,Lower(0-10),0,1,No recorder(0),0,R,76,Alan Wirth,190
Normal(19-24),22.148708255,Lower(0-10),1,1,Median(0.2-0.28),.237,R,69,Gil Garrido,150
Normal(19-24),22.313033128,Median(10-40),22,1,Median(0.2-0.28),.246,R,71,Marty Perez,160
Normal(19-24),22.822105461,Lower(0-10),4,1,Median(0.2-0.28),.215,L,73,Tom Matchick,173
Normal(19-24),22.955102041,Lower(0-10),2,1,Median(0.2-0.28),.27,L,70,Jack Perconte,160
Weighter(24-27),27.194009125,High(40-180),85,1,Median(0.2-0.28),.238,L,71,Ed Kirkpatrick,195
Weighter(24-27),26.541836735,Median(10-40),39,1,Median(0.2-0.28),.252,R,70,Jerry Grote,185
Normal(19-24),23.085944830,High(40-180),62,1,Median(0.2-0.28),.22,L,73,Ellie Hendricks,175
Weighter(24-27),24.391891892,Median(10-40),14,1,Median(0.2-0.28),.231,R,74,Jim Beauchamp,190
